address;region;city;okato;oktmo;timezone;geo_lat;geo_lon;population;foundation_year
Архангельская обл, Котласский р-н, г Сольвычегодск;Архангельская;Сольвычегодск;11227504000;11627104001;UTC+3;61.3319616;46.920441;2460;1492
Архангельская обл, г Шенкурск;Архангельская;Шенкурск;11258501000;11658101001;UTC+3;62.1057272;42.8996973;5702;1137
г Астрахань;Астраханская;Астрахань;12401000000;12701000;UTC+4;46.3655652;48.0559236;520662;1558
Астраханская обл, г Ахтубинск;Астраханская;Ахтубинск;12205501000;12605101;UTC+4;48.2752034;46.1906462;41898;1768
Астраханская обл, г Знаменск;Астраханская;Знаменск;12519000000;12719000;UTC+4;48.5866291;45.7368019;29357;1948
Астраханская обл, г Камызяк;Астраханская;Камызяк;12225501000;12625101;UTC+4;46.110579;48.07333;16291;1560
Астраханская обл, г Нариманов;Астраханская;Нариманов;12240501000;12640101;UTC+4;46.6916565;47.8502476;11386;1963
Астраханская обл, г Харабали;Астраханская;Харабали;12245501000;12645101;UTC+4;47.408999;47.2525345;18209;1789
Респ Башкортостан, г Агидель;Башкортостан;Агидель;80403000000;80703000;UTC+5;55.8999056;53.9220144;16365;1980
Респ Башкортостан, г Баймак;Башкортостан;Баймак;80404000000;80606101001;UTC+5;52.5912896;58.3110998;17710;1850
Респ Башкортостан, г Белебей;Башкортостан;Белебей;80405000000;80609101;UTC+5;54.1034582;54.1113129;60183;1757
Респ Башкортостан, г Белорецк;Башкортостан;Белорецк;80410000000;80611101;UTC+5;53.9676488;58.4100419;68804;1762
Респ Башкортостан, г Бирск;Башкортостан;Бирск;80415000000;80613101;UTC+5;55.4155753;55.5582214;41637;1663
Респ Башкортостан, г Благовещенск;Башкортостан;Благовещенск;80417000000;80615101001;UTC+5;55.0499867;55.9553186;34246;1756
Респ Башкортостан, г Давлеканово;Башкортостан;Давлеканово;80419000000;80622101;UTC+5;54.2226707;55.0312373;24040;1730
Респ Башкортостан, г Дюртюли;Башкортостан;Дюртюли;80418000000;80624101;UTC+5;55.4848318;54.8524765;31272;1795
Респ Башкортостан, г Ишимбай;Башкортостан;Ишимбай;80420000000;80631101;UTC+5;53.4545764;56.0438751;66259;1932
Респ Башкортостан, г Кумертау;Башкортостан;Кумертау;80423000000;80723000;UTC+5;52.7564939;55.7970197;62854;1947
Респ Башкортостан, г Межгорье;Башкортостан;Межгорье;80507000000;80707000;UTC+5;54.2397689;57.9614547;17353;1979
Респ Башкортостан, г Мелеуз;Башкортостан;Мелеуз;80425000000;80641101;UTC+5;52.9589532;55.9282838;61408;1766
Респ Башкортостан, г Нефтекамск;Башкортостан;Нефтекамск;80427000000;80727000001;UTC+5;56.088377;54.2483061;121757;1957
Респ Башкортостан, г Октябрьский;Башкортостан;Октябрьский;80435000000;80735000001;UTC+5;54.4815311;53.4655972;109379;1937
Респ Башкортостан, г Салават;Башкортостан;Салават;80439000000;80739000001;UTC+5;53.3616974;55.9245224;156085;1948
Респ Башкортостан, г Сибай;Башкортостан;Сибай;80443000000;80743000001;UTC+5;52.7204651;58.6663783;62732;1925
Респ Башкортостан, г Стерлитамак;Башкортостан;Стерлитамак;80445000000;80745000;UTC+5;53.6300864;55.9317089;273432;1766
Респ Башкортостан, г Туймазы;Башкортостан;Туймазы;80450000000;80651101;UTC+5;54.5999224;53.6950623;66849;1912
г Уфа;Башкортостан;Уфа;80401000000;80701000;UTC+5;54.734944;55.9578468;1062300;1574
Респ Башкортостан, г Учалы;Башкортостан;Учалы;80455000000;80653101;UTC+5;54.3067375;59.4125461;37771;сер. XVIII века
Респ Башкортостан, г Янаул;Башкортостан;Янаул;80460000000;80659101;UTC+5;56.2650146;54.929907;26988;1730-е
Белгородская обл, г Алексеевка;Белгородская;Алексеевка;14410000000;14710000001;UTC+3;50.6299647;38.6880342;39026;1685
г Белгород;Белгородская;Белгород;14401000000;14701000;UTC+3;50.5976472;36.5856652;356426;1596
Белгородская обл, г Бирюч;Белгородская;Бирюч;14242501000;14642151;UTC+3;50.6484585;38.4005083;7842;1705
Белгородская обл, г Валуйки;Белгородская;Валуйки;14420000000;14720000001;UTC+3;50.2111207;38.0998772;35322;1593
Белгородская обл, г Грайворон;Белгородская;Грайворон;14232501000;14725000001;UTC+3;50.4862958;35.6663877;6234;1678
Белгородская обл, г Губкин;Белгородская;Губкин;14430000000;14730000001;UTC+3;51.2837123;37.5347759;88562;1939
Белгородская обл, г Короча;Белгородская;Короча;14240501000;14640101;UTC+3;50.8129041;37.1896436;5877;1637
Белгородская обл, г Новый Оскол;Белгородская;Новый Оскол;14244501000;14735000001;UTC+3;50.7633747;37.8775484;19530;1637
Белгородская обл, г Старый Оскол;Белгородская;Старый Оскол;14440000000;14740000001;UTC+3;51.2967101;37.8350182;221163;1593
Белгородская обл, г Строитель;Белгородская;Строитель;14258501000;14755000001;UTC+3;50.7845099;36.4887648;23933;1958
Белгородская обл, г Шебекино;Белгородская;Шебекино;14450000000;14750000001;UTC+3;50.4004883;36.8877889;44277;1713
г Брянск;Брянская;Брянск;15401000000;15701000001;UTC+3;53.2419535;34.3652146;415640;985
Брянская обл, г Дятьково;Брянская;Дятьково;15216501000;15616104001;UTC+3;53.5958178;34.3551812;29438;1626
Брянская обл, г Жуковка;Брянская;Жуковка;15222501000;15622101001;UTC+3;53.5340397;33.7302579;18269;1871
Брянская обл, г Злынка;Брянская;Злынка;15223501000;15623101001;UTC+3;52.4267015;31.7360399;5507;1702
Брянская обл, г Карачев;Брянская;Карачев;15224501000;15624101001;UTC+3;53.1296524;34.9888727;19715;1146
Брянская обл, г Клинцы;Брянская;Клинцы;15415000000;15715000001;UTC+3;52.7529119;32.233911;62510;1707
Брянская обл, г Мглин;Брянская;Мглин;15236501000;15636101001;UTC+3;53.0599771;32.8468129;7916;1387
Брянская обл, г Новозыбков;Брянская;Новозыбков;15420000000;15720000001;UTC+3;52.537173;31.9357991;40552;1701
Брянская обл, г Почеп;Брянская;Почеп;15244501000;15644101001;UTC+3;52.9154851;33.4744058;17933;1447
Брянская обл, г Севск;Брянская;Севск;15248501000;15648101001;UTC+3;52.1483358;34.4918415;7282;1146
Брянская обл, г Сельцо;Брянская;Сельцо;15425000000;15725000001;UTC+3;53.3739884;34.1059172;17933;1870-е
Брянская обл, г Стародуб;Брянская;Стародуб;15250501000;15750000;UTC+3;52.5852257;32.760403;19010;1080
Брянская обл, г Сураж;Брянская;Сураж;15254501000;15654101001;UTC+3;53.0170888;32.3938878;11640;XVII век
Брянская обл, г Трубчевск;Брянская;Трубчевск;15256501000;15656101001;UTC+3;52.5791734;33.7660547;15014;975
Брянская обл, г Унеча;Брянская;Унеча;15258501000;15658101001;UTC+3;52.8461199;32.6757629;26196;1887
Брянская обл, г Фокино;Брянская;Фокино;15216504000;15710000001;UTC+3;53.4554145;34.4159238;13874;1899
Респ Бурятия, Кабанский р-н, г Бабушкин;Бурятия;Бабушкин;81224503000;81624103;UTC+8;51.7112755;105.8673219;4542;1760
Респ Бурятия, г Гусиноозерск;Бурятия;Гусиноозерск;81248501000;81648101001;UTC+8;51.2865048;106.5230319;23280;1939
Респ Бурятия, г Закаменск;Бурятия;Закаменск;81221501000;81621101001;UTC+8;50.372713;103.286699;11249;1934
Респ Бурятия, г Кяхта;Бурятия;Кяхта;81233501000;81633101;UTC+8;50.346543;106.4533516;20013;1727
Респ Бурятия, г Северобайкальск;Бурятия;Северобайкальск;81420000000;81720000001;UTC+8;55.635614;109.3361505;23673;1974
г Улан-Удэ;Бурятия;Улан-Удэ;81401000000;81701000001;UTC+8;51.8335853;107.5842223;431922;1666
Владимирская обл, г Александров;Владимирская;Александров;17205501000;17605101001;UTC+3;56.391819;38.7111123;61544;XIV век
г Владимир;Владимирская;Владимир;17401000000;17701000001;UTC+3;56.1280804;40.4084376;348256;990
Владимирская обл, г Вязники;Владимирская;Вязники;17210501000;17610101001;UTC+3;56.29773;42.2687398;41252;1608
Владимирская обл, г Гороховец;Владимирская;Гороховец;17215501000;17615101001;UTC+3;56.2021036;42.6926111;14015;1158
Владимирская обл, г Гусь-Хрустальный;Владимирская;Гусь-Хрустальный;17420000000;17720000001;UTC+3;55.6198751;40.6579929;60773;1756
Владимирская обл, г Камешково;Владимирская;Камешково;17225501000;17625101001;UTC+3;56.3490152;40.9955183;13113;1892
Владимирская обл, Александровский р-н, г Карабаново;Владимирская;Карабаново;17205505000;17605105001;UTC+3;56.3131822;38.7034257;14868;1630
Владимирская обл, г Киржач;Владимирская;Киржач;17230501000;17630101001;UTC+3;56.1486863;38.8635701;30044;1332
Владимирская обл, г Ковров;Владимирская;Ковров;17425000000;17725000001;UTC+3;56.3554349;41.3170576;145492;XII век
Владимирская обл, г Кольчугино;Владимирская;Кольчугино;17240501000;17640101001;UTC+3;56.3327254;39.391336;45804;1871
Владимирская обл, Петушинский р-н, г Костерево;Владимирская;Костерево;17246510000;17646110001;UTC+3;55.9337222;39.6247398;9136;1890
Владимирская обл, Гусь-Хрустальный р-н, г Курлово;Владимирская;Курлово;17220515000;17620115001;UTC+3;55.452698;40.6124108;6791;1811
Владимирская обл, Собинский р-н, г Лакинск;Владимирская;Лакинск;17250503000;17650110001;UTC+3;56.0180587;39.956551;15707;15 век
Владимирская обл, г Меленки;Владимирская;Меленки;17242501000;17642101001;UTC+3;55.3387515;41.6340046;15208;XVIII век
Владимирская обл, г Муром;Владимирская;Муром;17435000000;17735000001;UTC+3;55.5630311;42.0231362;116078;862
Владимирская обл, г Петушки;Владимирская;Петушки;17246501000;17646101001;UTC+3;55.9298134;39.4508075;15167;1861
Владимирская обл, Петушинский р-н, г Покров;Владимирская;Покров;17246520000;17646120001;UTC+3;55.9166398;39.1734526;17762;1506
Владимирская обл, г Радужный;Владимирская;Радужный;17537000000;17737000001;UTC+3;55.9960277;40.3321855;18212;1971
Владимирская обл, г Собинка;Владимирская;Собинка;17250501000;17650101001;UTC+3;55.9939169;40.0179653;19482;1858
Владимирская обл, Александровский р-н, г Струнино;Владимирская;Струнино;17205508000;17605108001;UTC+3;56.3749967;38.5839667;14372;1492
Владимирская обл, г Судогда;Владимирская;Судогда;17252501000;17652101001;UTC+3;55.9498056;40.8562939;11848;1552
Владимирская обл, г Суздаль;Владимирская;Суздаль;17254501000;17654101001;UTC+3;56.4274441;40.4525692;10535;999
Владимирская обл, г Юрьев-Польский;Владимирская;Юрьев-Польский;17256501000;17656101001;UTC+3;56.4937757;39.6680539;19588;1152
г Волгоград;Волгоградская;Волгоград;18401000000;18701000001;UTC+4;48.7070042;44.5170339;1021244;1589
Волгоградская обл, г Волжский;Волгоградская;Волжский;18410000000;18710000001;UTC+4;48.7978209;44.7462538;314436;1951
Волгоградская обл, г Дубовка;Волгоградская;Дубовка;18208501000;18608101001;UTC+4;49.0554742;44.8270085;14345;1732
Волгоградская обл, г Жирновск;Волгоградская;Жирновск;18212501000;18612101001;UTC+4;50.9768814;44.7858202;16890;XVIII век
Волгоградская обл, г Калач-на-Дону;Волгоградская;Калач-на-Дону;18216501000;18616101001;UTC+4;48.6889024;43.5306303;26892;1708
Волгоградская обл, г Камышин;Волгоградская;Камышин;18415000000;18715000001;UTC+4;50.0651529;45.3844202;119924;1668
Волгоградская обл, г Котельниково;Волгоградская;Котельниково;18224501000;18624101001;UTC+4;47.6310259;43.1330872;20441;1897
Волгоградская обл, г Котово;Волгоградская;Котово;18226501000;18626101001;UTC+4;50.3205766;44.8030699;24104;1710-е
Волгоградская обл, Среднеахтубинский р-н, г Краснослободск;Волгоградская;Краснослободск;18251507000;18651107001;UTC+4;48.7068721;44.5630857;16007;1870
Волгоградская обл, г Ленинск;Волгоградская;Ленинск;18230501000;18630101001;UTC+4;48.6936061;45.1992692;15527;1802
Волгоградская обл, г Михайловка;Волгоградская;Михайловка;18420000000;18720000001;UTC+4;50.0708719;43.2401512;59153;1762
Волгоградская обл, г Николаевск;Волгоградская;Николаевск;18236501000;18636101001;UTC+4;50.0165306;45.4731658;15081;1747
Волгоградская обл, г Новоаннинский;Волгоградская;Новоаннинский;18238501000;18638101001;UTC+4;50.5296067;42.6666439;17911;1956
Волгоградская обл, г Палласовка;Волгоградская;Палласовка;18245501000;18645101;UTC+4;50.0500944;46.8804277;15984;1907
Волгоградская обл, Камышинский р-н, г Петров Вал;Волгоградская;Петров Вал;18218503000;18618103001;UTC+4;50.1380557;45.20914;13264;1942
Волгоградская обл, г Серафимович;Волгоградская;Серафимович;18250501000;18650101001;UTC+4;49.5663183;42.7360402;9368;1589
Волгоградская обл, г Суровикино;Волгоградская;Суровикино;18253501000;18653101001;UTC+4;48.618917;42.8541163;20527;1744
Волгоградская обл, г Урюпинск;Волгоградская;Урюпинск;18425000000;18725000001;UTC+4;50.7903789;42.0288513;41594;1618
Волгоградская обл, г Фролово;Волгоградская;Фролово;18428000000;18728000001;UTC+4;49.7649148;43.6648641;39489;1859
Вологодская обл, г Бабаево;Вологодская;Бабаево;19205501000;19605101;UTC+3;59.3892583;35.9377058;12074;15 век
Вологодская обл, г Белозерск;Вологодская;Белозерск;19210501000;19610101;UTC+3;60.0308381;37.7890586;9614;862
Вологодская обл, г Великий Устюг;Вологодская;Великий Устюг;19410000000;19614101001;UTC+3;60.7603913;46.3054414;31664;1147
г Вологда;Вологодская;Вологда;19401000000;19701000001;UTC+3;59.2483905;39.8355662;301642;1147
Вологодская обл, г Вытегра;Вологодская;Вытегра;19222501000;19622101;UTC+3;61.0063465;36.4495137;10490;1710
Вологодская обл, г Грязовец;Вологодская;Грязовец;19224501000;19624101;UTC+3;58.8757553;40.2485362;15528;1538
Вологодская обл, Сокольский р-н, г Кадников;Вологодская;Кадников;19238504000;19638104;UTC+3;59.5037764;40.3441148;4797;1492
Вологодская обл, г Кириллов;Вологодская;Кириллов;19228501000;19628101;UTC+3;59.8591523;38.3748782;7735;1397
Вологодская обл, Великоустюгский р-н, г Красавино;Вологодская;Красавино;19410501000;19614105001;UTC+3;60.9612823;46.4814116;7003;1848
Вологодская обл, г Никольск;Вологодская;Никольск;19234501000;19634101001;UTC+3;59.5351837;45.4576137;8515;XIV век
Вологодская обл, г Сокол;Вологодская;Сокол;19420000000;19638101;UTC+3;59.4758605;40.1114187;38454;1615
Вологодская обл, г Тотьма;Вологодская;Тотьма;19246501000;19646101001;UTC+3;59.9734998;42.7589506;9784;1137
Вологодская обл, г Устюжна;Вологодская;Устюжна;19250501000;19650101001;UTC+3;58.8383117;36.4425478;9478;1252
Вологодская обл, г Харовск;Вологодская;Харовск;19252501000;19652101001;UTC+3;59.9479423;40.2000298;10078;1903
Вологодская обл, г Череповец;Вологодская;Череповец;19430000000;19730000;UTC+3;59.1269212;37.9090497;312311;1777
Воронежская обл, г Бобров;Воронежская;Бобров;20204501000;20604101001;UTC+3;51.0901649;40.0318256;19738;1698
Воронежская обл, г Богучар;Воронежская;Богучар;20205501000;20605101001;UTC+3;49.9352454;40.5590801;11811;1704
Воронежская обл, г Борисоглебск;Воронежская;Борисоглебск;20410000000;20710000001;UTC+3;51.3655754;42.1008334;65585;1698
Воронежская обл, г Бутурлиновка;Воронежская;Бутурлиновка;20208501000;20608101001;UTC+3;50.8311818;40.5976923;27208;1740
г Воронеж;Воронежская;Воронеж;20401000000;20701000001;UTC+3;51.6593332;39.1969229;889680;1586
Воронежская обл, г Калач;Воронежская;Калач;20215501000;20615101001;UTC+3;50.4242134;41.0162014;20046;1716
Воронежская обл, г Лиски;Воронежская;Лиски;20221501000;20621101001;UTC+3;50.9945626;39.5184909;55864;XVI век
Воронежская обл, г Нововоронеж;Воронежская;Нововоронеж;20427000000;20727000001;UTC+3;51.3091524;39.2162843;32635;1957
Воронежская обл, г Новохоперск;Воронежская;Новохоперск;20227501000;20627101001;UTC+3;51.0952211;41.6173404;6849;1710
Воронежская обл, г Острогожск;Воронежская;Острогожск;20231501000;20631101001;UTC+3;50.8677905;39.0407746;33842;1652
Воронежская обл, г Павловск;Воронежская;Павловск;20233501000;20633101001;UTC+3;50.453455;40.136874;25126;1709
Воронежская обл, г Поворино;Воронежская;Поворино;20239501000;20639101001;UTC+3;51.1954419;42.2472726;17692;1870
Воронежская обл, г Россошь;Воронежская;Россошь;20247501000;20647101001;UTC+3;50.1701949;39.6226965;62865;XVII век
Воронежская обл, г Семилуки;Воронежская;Семилуки;20249501000;20649101001;UTC+3;51.6951644;39.0190454;26025;1615
Воронежская обл, г Эртиль;Воронежская;Эртиль;20258501000;20658101001;UTC+3;51.830932;40.8074182;11387;1897
Респ Дагестан, г Буйнакск;Дагестан;Буйнакск;82405000000;82705000;UTC+3;42.8214424;47.1165263;65735;1834
Респ Дагестан, г Дагестанские Огни;Дагестан;Дагестанские Огни;82408000000;82708000001;UTC+3;42.1152296;48.1939354;30671;1914
Респ Дагестан, г Дербент;Дагестан;Дербент;82410000000;82710000;UTC+3;42.058966;48.2907452;119961;438
Респ Дагестан, г Избербаш;Дагестан;Избербаш;82415000000;82715000;UTC+3;42.5650962;47.8710051;56301;1932
Респ Дагестан, г Каспийск;Дагестан;Каспийск;82420000000;82720000;UTC+3;42.8916007;47.6367066;103914;1932
Респ Дагестан, г Кизилюрт;Дагестан;Кизилюрт;82425000000;82725000;UTC+3;43.203825;46.8729636;36187;1963
Респ Дагестан, г Кизляр;Дагестан;Кизляр;82430000000;82730000;UTC+3;43.8484083;46.7233699;49169;1735
г Махачкала;Дагестан;Махачкала;82401000000;82701000;UTC+3;42.9849159;47.5047181;577990;1844
Респ Дагестан, г Хасавюрт;Дагестан;Хасавюрт;82435000000;82735000001;UTC+3;43.2504665;46.5851292;133929;1846
Респ Дагестан, г Южно-Сухокумск;Дагестан;Южно-Сухокумск;82438000000;82738000;UTC+3;44.6602467;45.6499523;10048;1958
г Биробиджан;Еврейская;Биробиджан;99401000000;99701000;UTC+10;48.7946446;132.9217207;75419;1915
Еврейская Аобл, г Облучье;Еврейская;Облучье;99220501000;99620101001;UTC+10;49.0189345;131.0540102;9379;1911
Забайкальский край, г Балей;Забайкальский;Балей;76206501000;76606101001;UTC+9;51.5823759;116.6379549;12536;1736
Забайкальский край, г Борзя;Забайкальский;Борзя;76209501000;76609101001;UTC+9;50.3876058;116.5234779;31376;1899
Забайкальский край, г Краснокаменск;Забайкальский;Краснокаменск;76221501000;76621101;UTC+9;50.0929703;118.0323936;55668;1967
Забайкальский край, г Могоча;Забайкальский;Могоча;76226501000;76626101001;UTC+9;53.7361398;119.7660867;13228;1910
Забайкальский край, г Нерчинск;Забайкальский;Нерчинск;76228501000;76628101;UTC+9;51.9594977;116.5852383;14976;1653
Забайкальский край, г Петровск-Забайкальский;Забайкальский;Петровск-Забайкальский;76236501000;76715000001;UTC+9;51.2748592;108.846681;18555;1789
Забайкальский край, г Сретенск;Забайкальский;Сретенск;76240501000;76640101001;UTC+9;52.2461454;117.7117842;6850;1689
Забайкальский край, г Хилок;Забайкальский;Хилок;76247501000;76647101001;UTC+9;51.3634856;110.4590898;11530;1895
г Чита;Забайкальский;Чита;76401000000;76701000001;UTC+9;52.0340142;113.4994;323964;1653
Забайкальский край, г Шилка;Забайкальский;Шилка;76254501000;76654101;UTC+9;51.8497035;116.0334461;13947;1897
Ивановская обл, г Вичуга;Ивановская;Вичуга;24403000000;24703000001;UTC+3;57.2044698;41.9132201;37609;1925
Ивановская обл, г Гаврилов Посад;Ивановская;Гаврилов Посад;24203501000;24603101001;UTC+3;56.5586946;40.1228906;6434;1434
Ивановская обл, г Заволжск;Ивановская;Заволжск;24205501000;24605101001;UTC+3;57.4918141;42.1375625;12045;19 век
г Иваново;Ивановская;Иваново;24401000000;24701000001;UTC+3;56.9993792;40.9728272;409277;1561
Ивановская обл, г Кинешма;Ивановская;Кинешма;24405000000;24705000001;UTC+3;57.4425463;42.168914;88113;1429
Ивановская обл, г Комсомольск;Ивановская;Комсомольск;24213501000;24613101001;UTC+3;57.0273052;40.3776851;8693;1931
Ивановская обл, г Кохма;Ивановская;Кохма;24207504000;24706000001;UTC+3;56.9324606;41.0931657;29408;1619
Ивановская обл, Кинешемский р-н, г Наволоки;Ивановская;Наволоки;24211504000;24611104001;UTC+3;57.4679066;41.9608002;10207;1775
Ивановская обл, Приволжский р-н, г Плес;Ивановская;Плес;24220504000;24620104001;UTC+3;57.4606031;41.5122672;2341;1410
Ивановская обл, г Приволжск;Ивановская;Приволжск;24220506000;24620106001;UTC+3;57.3805743;41.2808565;16749;1484
Ивановская обл, г Пучеж;Ивановская;Пучеж;24221501000;24621101001;UTC+3;56.9820688;43.1683321;8583;1594
Ивановская обл, г Родники;Ивановская;Родники;24223501000;24623101001;UTC+3;57.1025975;41.7298834;26318;1606
Ивановская обл, г Тейково;Ивановская;Тейково;24407000000;24707000001;UTC+3;56.8542719;40.5353874;34993;XVII век
Ивановская обл, г Фурманов;Ивановская;Фурманов;24231000000;24631101001;UTC+3;57.2539276;41.1054432;36149;1918
Ивановская обл, г Шуя;Ивановская;Шуя;24411000000;24711000001;UTC+3;56.8560234;41.3800939;58528;1394
Ивановская обл, г Южа;Ивановская;Южа;24235501000;24635101001;UTC+3;56.5926877;42.0458099;14170;1628
Ивановская обл, г Юрьевец;Ивановская;Юрьевец;24237501000;24637101;UTC+3;57.3177781;43.1110401;10205;1225
Респ Ингушетия, г Карабулак;Ингушетия;Карабулак;26408000000;26710000001;UTC+3;43.3055248;44.9094582;31081;1859
г Магас;Ингушетия;Магас;26401000000;26701000001;UTC+3;43.1688611;44.8131207;2505;1995
Респ Ингушетия, г Малгобек;Ингушетия;Малгобек;26405000000;26715000001;UTC+3;43.5096646;44.5901963;31076;1934
Респ Ингушетия, г Назрань;Ингушетия;Назрань;26406000000;26706000001;UTC+3;43.2257841;44.7645779;93357;1781
Респ Ингушетия, г Сунжа;Ингушетия;Сунжа;26230835001;26720000001;UTC+3;43.3204196;45.0476331;64493[3];1845
Иркутская обл, Нижнеудинский р-н, г Алзамай;Иркутская;Алзамай;25228508000;25628105001;UTC+8;55.5551233;98.6643699;6751;1899
Иркутская обл, г Ангарск;Иркутская;Ангарск;25203501000;25703000001;UTC+8;52.544879;103.888543;233765;1948
Иркутская обл, Слюдянский р-н, г Байкальск;Иркутская;Байкальск;25234508000;25634108001;UTC+8;51.5230393;104.1487532;13589;1961
Иркутская обл, Тайшетский р-н, г Бирюсинск;Иркутская;Бирюсинск;25236508000;25636105001;UTC+8;55.9609167;97.8205348;8981;1967
Иркутская обл, г Бодайбо;Иркутская;Бодайбо;25202501000;25602101001;UTC+8;57.8468636;114.1866287;15331;1864
Иркутская обл, г Братск;Иркутская;Братск;25414000000;25714000001;UTC+8;56.1513108;101.6340035;246348;1631
Иркутская обл, Братский р-н, г Вихоревка;Иркутская;Вихоревка;25204503000;25604103001;UTC+8;56.1208145;101.1702926;22528;1957
Иркутская обл, г Железногорск-Илимский;Иркутская;Железногорск-Илимский;25226501000;25626101001;UTC+8;56.5847888;104.114275;26134;1948
Иркутская обл, г Зима;Иркутская;Зима;25420000000;25720000001;UTC+8;53.920693;102.0491772;32522;1743
г Иркутск;Иркутская;Иркутск;25401000000;25701000001;UTC+8;52.2864036;104.2807466;587225;1661
Иркутская обл, г Киренск;Иркутская;Киренск;25220501000;25620101;UTC+8;57.7756595;108.1109412;12652;1630
Иркутская обл, г Нижнеудинск;Иркутская;Нижнеудинск;25228501000;25628101001;UTC+8;54.8968931;99.0314056;37056;1648
Иркутская обл, г Саянск;Иркутская;Саянск;25426000000;25726000001;UTC+8;54.1107238;102.18015;40786;1970
