address;region;city;okato;oktmo;timezone;geo_lat;geo_lon;population;foundation_year
Иркутская обл, г Свирск;Иркутская;Свирск;25427000000;25746000001;UTC+8;53.0842668;103.3364093;13649;19 век
Иркутская обл, г Слюдянка;Иркутская;Слюдянка;25234501000;25634101001;UTC+8;51.6563983;103.7187545;18542;1899
Иркутская обл, г Тайшет;Иркутская;Тайшет;25236501000;25636101001;UTC+8;55.9405334;98.0030145;35481;1897
Иркутская обл, г Тулун;Иркутская;Тулун;25432000000;25732000001;UTC+8;54.557162;100.5780603;44603;1735
Иркутская обл, г Усолье-Сибирское;Иркутская;Усолье-Сибирское;25436000000;25736000001;UTC+8;52.7565808;103.6388109;83364;1669
Иркутская обл, г Усть-Илимск;Иркутская;Усть-Илимск;25438000000;25738000001;UTC+8;57.9430504;102.7415734;86591;1966
Иркутская обл, г Усть-Кут;Иркутская;Усть-Кут;25244501000;25644101001;UTC+8;56.7928178;105.7757343;45061;1631
Иркутская обл, г Черемхово;Иркутская;Черемхово;25445000000;25745000001;UTC+8;53.1369095;103.0901268;52650;1772
Иркутская обл, г Шелехов;Иркутская;Шелехов;25255501000;25655101001;UTC+8;52.2102538;104.0973294;47960;1953
Респ Кабардино-Балкарская, г Баксан;Кабардино-Балкарская;Баксан;83403000000;83703000;UTC+3;43.6819137;43.5345036;36857;1891
Респ Кабардино-Балкарская, г Майский;Кабардино-Балкарская;Майский;83220501000;83620101;UTC+3;43.6281516;44.0517314;26755;19 век
г Нальчик;Кабардино-Балкарская;Нальчик;83401000000;83701000001;UTC+3;43.4845464;43.60713;240095;1724
Респ Кабардино-Балкарская, г Нарткала;Кабардино-Балкарская;Нарткала;83240501000;83640101;UTC+3;43.5578075;43.8575925;31679;1913
Респ Кабардино-Балкарская, г Прохладный;Кабардино-Балкарская;Прохладный;83410000000;83710000;UTC+3;43.7589602;44.0102409;59595;1765
Респ Кабардино-Балкарская, г Терек;Кабардино-Балкарская;Терек;83235501000;83635101;UTC+3;43.4839358;44.1402161;19170;1876
Респ Кабардино-Балкарская, г Тырныауз;Кабардино-Балкарская;Тырныауз;83248501000;83648101;UTC+3;43.3981585;42.9213582;21000;1934
Респ Кабардино-Балкарская, г Чегем;Кабардино-Балкарская;Чегем;83245501000;83645101;UTC+3;43.5671525;43.5865792;17988;1822
Калининградская обл, г Багратионовск;Калининградская;Багратионовск;27203501000;27703000001;UTC+2;54.3866518;20.6418091;6399;1336
Калининградская обл, г Балтийск;Калининградская;Балтийск;27405000000;27705000001;UTC+2;54.6513372;19.9140572;32670;1626
Калининградская обл, г Гвардейск;Калининградская;Гвардейск;27206501000;27706000001;UTC+2;54.6588378;21.0501388;13888;1255
Калининградская обл, г Гурьевск;Калининградская;Гурьевск;27209501000;27707000001;UTC+2;54.770638;20.6039767;12433;1262
Калининградская обл, г Гусев;Калининградская;Гусев;27212501000;27709000001;UTC+2;54.5915455;22.1942445;28260;XVI век
Калининградская обл, г Зеленоградск;Калининградская;Зеленоградск;27215501000;27710000001;UTC+2;54.9600185;20.4753652;13015;1252
г Калининград;Калининградская;Калининград;27401000000;27701000001;UTC+2;54.7074702;20.5073241;431491;1255
Калининградская обл, г Краснознаменск;Калининградская;Краснознаменск;27218501000;27713000001;UTC+2;54.9453423;22.4928745;3522;1576
Калининградская обл, г Ладушкин;Калининградская;Ладушкин;27203505000;27711000001;UTC+2;54.5692156;20.1690153;3788;1314
Калининградская обл, г Мамоново;Калининградская;Мамоново;27203510000;27712000001;UTC+2;54.4646036;19.9453482;7757;1301
Калининградская обл, г Неман;Калининградская;Неман;27221501000;27714000001;UTC+2;55.0316524;22.0324064;11794;1277
Калининградская обл, г Нестеров;Калининградская;Нестеров;27224501000;27715000001;UTC+2;54.6313814;22.5713736;4584;1539
Калининградская обл, г Озерск;Калининградская;Озерск;27227501000;27716000001;UTC+2;54.4084705;22.0134438;4740;1539
Калининградская обл, г Пионерский;Калининградская;Пионерский;27417000000;27717000001;UTC+2;54.9516574;20.2277424;11017;1254
Калининградская обл, г Полесск;Калининградская;Полесск;27230501000;27718000001;UTC+2;54.8625126;21.0998067;7580;1258
Калининградская обл, г Правдинск;Калининградская;Правдинск;27233501000;27719000001;UTC+2;54.4430986;21.0085269;4323;1312
Калининградская обл, Балтийский р-н, г Приморск;Калининградская;Приморск;27405555000;27705000006;UTC+2;54.7311437;19.9981926;1956;1268
Калининградская обл, г Светлогорск;Калининградская;Светлогорск;27420000000;27734000001;UTC+2;54.9439286;20.1514295;10775;1258
Калининградская обл, г Светлый;Калининградская;Светлый;27425000000;27725000001;UTC+2;54.6772897;20.1357595;21380;1640
Калининградская обл, г Славск;Калининградская;Славск;27236501000;27727000001;UTC+2;55.0449714;21.6742367;4614;1292
Калининградская обл, г Советск;Калининградская;Советск;27430000000;27730000001;UTC+2;55.0809336;21.8886106;41709;1288
Калининградская обл, г Черняховск;Калининградская;Черняховск;27239501000;27739000001;UTC+2;54.6244751;21.7969062;40464;1336
Респ Калмыкия, г Городовиковск;Калмыкия;Городовиковск;85205501000;85605101001;UTC+3;46.0875083;41.935537;9565;1872
Респ Калмыкия, г Лагань;Калмыкия;Лагань;85215501000;85615101;UTC+3;45.3930912;47.3432602;14323;1870
г Элиста;Калмыкия;Элиста;85401000000;85701000;UTC+3;46.3083344;44.2702088;103728;1865
Калужская обл, Боровский р-н, г Балабаново;Калужская;Балабаново;29206505000;29606105;UTC+3;55.1773714;36.6566951;26337;1584
Калужская обл, Жуковский р-н, г Белоусово;Калужская;Белоусово;29213507000;29613157001;UTC+3;55.0956803;36.677629;8432;1962
Калужская обл, г Боровск;Калужская;Боровск;29206501000;29606101;UTC+3;55.2130096;36.4926251;12283;1358
Калужская обл, Боровский р-н, г Ермолино;Калужская;Ермолино;29206507000;29606157;UTC+3;55.1971758;36.5952722;10409;1601
Калужская обл, г Жиздра;Калужская;Жиздра;29212501000;29612101;UTC+3;53.7521926;34.7386592;5585;1146
Калужская обл, г Жуков;Калужская;Жуков;29213501000;29613101001;UTC+3;55.0301833;36.7394903;12150;XVII век
г Калуга;Калужская;Калуга;29401000000;29701000;UTC+3;54.5059848;36.2516245;325185;1371
Калужская обл, г Киров;Калужская;Киров;29214501000;29614101001;UTC+3;54.0790111;34.3076201;31888;1745
Калужская обл, г Козельск;Калужская;Козельск;29216501000;29616101;UTC+3;54.0347201;35.780768;18203;XII век
Калужская обл, г Кондрово;Калужская;Кондрово;29208501000;29608101;UTC+3;54.7959473;35.9274842;16672;1615
Калужская обл, Жуковский р-н, г Кременки;Калужская;Кременки;29213510000;29613160;UTC+3;54.8862447;37.1168701;11617;XVIII век
Калужская обл, г Людиново;Калужская;Людиново;29220501000;29620101001;UTC+3;53.8700828;34.4385915;40550;1626
Калужская обл, г Малоярославец;Калужская;Малоярославец;29223501000;29623101001;UTC+3;55.0177123;36.4633603;30401;1402
Калужская обл, г Медынь;Калужская;Медынь;29225501000;29625101;UTC+3;54.9689785;35.8872168;8298;1386
Калужская обл, г Мещовск;Калужская;Мещовск;29227501000;29627101001;UTC+3;54.3191471;35.2816918;4101;1238
Калужская обл, г Мосальск;Калужская;Мосальск;29229501000;29629101001;UTC+3;54.4824939;34.9872239;4285;1231
Калужская обл, г Обнинск;Калужская;Обнинск;29415000000;29715000001;UTC+3;55.0943144;36.6121639;104798;1946
Калужская обл, Козельский р-н, г Сосенский;Калужская;Сосенский;29216504000;29616104;UTC+3;54.0566016;35.9621646;12394;1952
Калужская обл, г Спас-Деменск;Калужская;Спас-Деменск;29234501000;29634101001;UTC+3;54.409922;34.0189631;4904;1446
Калужская обл, г Сухиничи;Калужская;Сухиничи;29236501000;29636101001;UTC+3;54.097296;35.3443568;16295;XVIII век
Калужская обл, Тарусский р-н, г Таруса;Калужская;Таруса;29238501000;29638101001;UTC+3;54.7236477;37.1671;9656;1246
Калужская обл, г Юхнов;Калужская;Юхнов;29250501000;29650101;UTC+3;54.7446445;35.2424346;7056;1410
Камчатский край, г Вилючинск;Камчатский;Вилючинск;30535000000;30735000;UTC+12;52.9302415;158.4057632;22905;1968
Камчатский край, г Елизово;Камчатский;Елизово;30402000000;30607101;UTC+12;53.1830375;158.3883548;39548;1848
г Петропавловск-Камчатский;Камчатский;Петропавловск-Камчатский;30401000000;30701000;UTC+12;53.036908;158.6559254;179526;1740
Респ Карачаево-Черкесская, г Карачаевск;Карачаево-Черкесская;Карачаевск;91405000000;91705000001;UTC+3;43.7732525;41.9143472;23848;1926
Респ Карачаево-Черкесская, г Теберда;Карачаево-Черкесская;Теберда;91405503000;91705000006;UTC+3;43.4437731;41.7415142;9097;1868
Респ Карачаево-Черкесская, г Усть-Джегута;Карачаево-Черкесская;Усть-Джегута;91235501000;91635101001;UTC+3;44.0838442;41.9711046;30602;1868
г Черкесск;Карачаево-Черкесская;Черкесск;91401000000;91701000001;UTC+3;44.2269425;42.0466704;121439;1825
Респ Карелия, г Беломорск;Карелия;Беломорск;86204501000;86604101001;UTC+3;64.5378417;34.7799462;11217;XII век
Респ Карелия, Кемский р-н, г Кемь;Карелия;Кемь;86212501000;86612101001;UTC+3;64.9543539;34.5949263;13061;XIV век
Респ Карелия, г Кондопога;Карелия;Кондопога;86215501000;86615101001;UTC+3;62.2059817;34.2682122;32978;1563
Респ Карелия, г Костомукша;Карелия;Костомукша;86406000000;86706000001;UTC+3;64.5889398;30.6016832;28433;1977
Респ Карелия, г Лахденпохья;Карелия;Лахденпохья;86218501000;86618101001;UTC+3;61.518881;30.1996116;7818;1600
Респ Карелия, г Медвежьегорск;Карелия;Медвежьегорск;86224501000;86624101001;UTC+3;62.9127626;34.4568489;15536;1916
Респ Карелия, г Олонец;Карелия;Олонец;86230501000;86630101001;UTC+3;60.9794025;32.9725519;9060;1137
г Петрозаводск;Карелия;Петрозаводск;86401000000;86701000;UTC+3;61.7891264;34.3596434;263540;1703
Респ Карелия, г Питкяранта;Карелия;Питкяранта;86233501000;86633101001;UTC+3;61.5757191;31.4640557;11484;19 век
Респ Карелия, г Пудож;Карелия;Пудож;86242501000;86642101001;UTC+3;61.8058821;36.5329941;9698;1382
Респ Карелия, г Сегежа;Карелия;Сегежа;86245501000;86645101001;UTC+3;63.7437572;34.3126982;29660;1914
Респ Карелия, г Сортавала;Карелия;Сортавала;86410000017;86610101001;UTC+3;61.703367;30.6916998;19215;1468
Респ Карелия, г Суоярви;Карелия;Суоярви;86250501000;86650101001;UTC+3;62.0787293;32.3499386;9763;XVI век
Кемеровская область - Кузбасс, г Анжеро-Судженск;Кемеровская область - Кузбасс;Анжеро-Судженск;32404000000;32704000001;UTC+7;56.0786281;86.0201278;76669;1896
Кемеровская область - Кузбасс, г Белово;Кемеровская область - Кузбасс;Белово;32407000000;32707000001;UTC+7;54.4220968;86.3037373;76752;1726
Кемеровская область - Кузбасс, г Березовский;Кемеровская область - Кузбасс;Березовский;32410000000;32710000001;UTC+7;55.6693513;86.2744459;47292;1965
Кемеровская область - Кузбасс, г Гурьевск;Кемеровская область - Кузбасс;Гурьевск;32413000000;32602101001;UTC+7;54.2859263;85.9475985;24816;1816
Кемеровская область - Кузбасс, г Калтан;Кемеровская область - Кузбасс;Калтан;32415000000;32715000001;UTC+7;53.5210919;87.2771636;21893;1946
г Кемерово;Кемеровская область - Кузбасс;Кемерово;32401000000;32701000001;UTC+7;55.3910651;86.0467781;532884;1918
Кемеровская область - Кузбасс, г Киселевск;Кемеровская область - Кузбасс;Киселевск;32416000000;32716000001;UTC+7;54.0059999;86.6366116;98382;1917
Кемеровская область - Кузбасс, г Ленинск-Кузнецкий;Кемеровская область - Кузбасс;Ленинск-Кузнецкий;32419000000;32719000001;UTC+7;54.6674492;86.1797324;101666;1763
Кемеровская область - Кузбасс, г Мариинск;Кемеровская область - Кузбасс;Мариинск;32422000000;32616101001;UTC+7;56.2127383;87.7454924;40522;1698
Кемеровская область - Кузбасс, г Междуреченск;Кемеровская область - Кузбасс;Междуреченск;32425000000;32725000001;UTC+7;53.6865289;88.0702754;101995;1946
Кемеровская область - Кузбасс, г Мыски;Кемеровская область - Кузбасс;Мыски;32428000000;32728000001;UTC+7;53.7125695;87.8055646;43029;1826
Кемеровская область - Кузбасс, г Новокузнецк;Кемеровская область - Кузбасс;Новокузнецк;32431000000;32731000001;UTC+7;53.794315;87.2142745;547885;1618
Кемеровская область - Кузбасс, г Осинники;Кемеровская область - Кузбасс;Осинники;32434000000;32734000001;UTC+7;53.5988055;87.3371272;45997;1926
Кемеровская область - Кузбасс, г Полысаево;Кемеровская область - Кузбасс;Полысаево;32435000000;32732000001;UTC+7;54.6055;86.2809208;27624;1989
Кемеровская область - Кузбасс, г Прокопьевск;Кемеровская область - Кузбасс;Прокопьевск;32437000000;32737000001;UTC+7;53.8604265;86.7183577;210150;1650
Кемеровская область - Кузбасс, Гурьевский р-н, г Салаир;Кемеровская область - Кузбасс;Салаир;32413504000;32602104001;UTC+7;54.2351735;85.8030733;8263;1626
Кемеровская область - Кузбасс, г Тайга;Кемеровская область - Кузбасс;Тайга;32440000000;32740000001;UTC+7;56.0622131;85.6207182;25330;1896
Кемеровская область - Кузбасс, г Таштагол;Кемеровская область - Кузбасс;Таштагол;32443000000;32627101001;UTC+7;52.759313;87.8476546;23114;1939
Кемеровская область - Кузбасс, г Топки;Кемеровская область - Кузбасс;Топки;32446000000;32631101001;UTC+7;55.2764707;85.6152619;28642;1914
Кемеровская область - Кузбасс, г Юрга;Кемеровская область - Кузбасс;Юрга;32449000000;32749000001;UTC+7;55.7202694;84.8886399;81536;1886
Кировская обл, г Белая Холуница;Кировская;Белая Холуница;33205501000;33605101001;UTC+3;58.8415239;50.8460699;11232;1764
Кировская обл, г Вятские Поляны;Кировская;Вятские Поляны;33404000000;33704000;UTC+3;56.2284817;51.0614855;35159;1596
Кировская обл, г Зуевка;Кировская;Зуевка;33214501000;33614101001;UTC+3;58.4032152;51.1331606;11198;1899
г Киров;Кировская;Киров;33401000000;33701000001;UTC+3;58.6035264;49.6679304;473668;1181
Кировская обл, г Кирово-Чепецк;Кировская;Кирово-Чепецк;33407000000;33707000001;UTC+3;58.5559424;50.0316848;80920;1935
Кировская обл, г Кирс;Кировская;Кирс;33207501000;33607101001;UTC+3;59.340056;52.2414437;10420;1729
Кировская обл, г Котельнич;Кировская;Котельнич;33410000000;33710000;UTC+3;58.3034832;48.3475597;24979;1143
Кировская обл, г Луза;Кировская;Луза;33222501000;33622101001;UTC+3;60.6290609;47.2612445;11262;1899
Кировская обл, г Малмыж;Кировская;Малмыж;33223501000;33623101001;UTC+3;56.5243844;50.6782739;8265;15 век
Кировская обл, г Мураши;Кировская;Мураши;33224501000;33624101001;UTC+3;59.3955383;48.9638417;6752;1895
Кировская обл, г Нолинск;Кировская;Нолинск;33227501000;33627101001;UTC+3;57.5597284;49.93575;9556;1668
Кировская обл, г Омутнинск;Кировская;Омутнинск;33228501000;33628101001;UTC+3;58.6698913;52.1894564;23618;1773
Кировская обл, г Орлов;Кировская;Орлов;33245501000;33645101001;UTC+3;58.5389776;48.8927723;6959;1459
Кировская обл, г Слободской;Кировская;Слободской;33413000000;33713000;UTC+3;58.7311574;50.1669249;33983;1505
Кировская обл, г Советск;Кировская;Советск;33236501000;33636101001;UTC+3;57.584196;48.9590272;16592;XII век
Кировская обл, Вятскополянский р-н, г Сосновка;Кировская;Сосновка;33210504000;33610104001;UTC+3;56.2532741;51.2833642;11960;1699
Кировская обл, г Уржум;Кировская;Уржум;33241501000;33641101001;UTC+3;57.1097477;50.0058097;10213;1584
Кировская обл, г Яранск;Кировская;Яранск;33250501000;33650101001;UTC+3;57.3040326;47.8478737;17252;1584
Респ Коми, г Воркута;Коми;Воркута;87410000000;87710000001;UTC+3;67.4974082;64.061034;70551;1936
Респ Коми, г Вуктыл;Коми;Вуктыл;87412000000;87712000001;UTC+3;63.8615274;57.3165402;12357;1968
Респ Коми, г Емва;Коми;Емва;87208501000;87608101001;UTC+3;62.5965137;50.8732125;14574;1941
Респ Коми, г Инта;Коми;Инта;87415000000;87715000001;UTC+3;66.0367316;60.1152961;32021;1940
Респ Коми, Усть-Вымский р-н, г Микунь;Коми;Микунь;87244505000;87644105001;UTC+3;62.3579068;50.0719503;10732;1937
Респ Коми, г Печора;Коми;Печора;87420550000;87620101001;UTC+3;65.148584;57.2239777;43458;1940
Респ Коми, г Сосногорск;Коми;Сосногорск;87422000000;87626122001;UTC+3;63.5989841;53.876293;27809;1939
г Сыктывкар;Коми;Сыктывкар;87401000000;87701000001;UTC+3;61.6686617;50.8358151;235006;1780
Респ Коми, г Усинск;Коми;Усинск;87423000000;87723000001;UTC+3;65.994147;57.5569423;41100;1966
Респ Коми, г Ухта;Коми;Ухта;87425000000;87725000001;UTC+3;63.5565514;53.7014239;99642;1929
Костромская обл, г Буй;Костромская;Буй;34405000000;34705000001;UTC+3;58.4733277;41.5306822;25763;1536
Костромская обл, г Волгореченск;Костромская;Волгореченск;34406000000;34706000;UTC+3;57.4424559;41.1594201;17108;1964
Костромская обл, г Галич;Костромская;Галич;34408000000;34708000;UTC+3;58.3828191;42.3654013;17346;1159
Костромская обл, г Кологрив;Костромская;Кологрив;34212501000;34612101;UTC+3;58.8269323;44.3184927;3314;XVII век
г Кострома;Костромская;Кострома;34401000000;34701000001;UTC+3;57.8029621;40.9908264;268617;1152
Костромская обл, г Макарьев;Костромская;Макарьев;34218501000;34618101;UTC+3;57.8807152;43.8014197;7114;1439
Костромская обл, г Мантурово;Костромская;Мантурово;34414000000;34714000;UTC+3;58.3265441;44.757494;17479;1617
Костромская обл, г Нерехта;Костромская;Нерехта;34420000000;34626101;UTC+3;57.4543369;40.5723598;22817;1214
Костромская обл, г Нея;Костромская;Нея;34422000000;34624101;UTC+3;58.2943349;43.8780948;9827;1906
Костромская обл, г Солигалич;Костромская;Солигалич;34240501000;34640101;UTC+3;59.0784867;42.2878423;6438;1335
Костромская обл, г Чухлома;Костромская;Чухлома;34246501000;34646101001;UTC+3;58.753421;42.6884958;5209;1381
Костромская обл, г Шарья;Костромская;Шарья;34430000000;34730000;UTC+3;58.3760542;45.4062414;23668;1906
Краснодарский край, г Абинск;Краснодарский;Абинск;3201501000;3601101001;UTC+3;44.8679655;38.1618157;34926;1863
Краснодарский край, г Анапа;Краснодарский;Анапа;3403000000;3703000001;UTC+3;44.8950433;37.3163282;58983;1781
Краснодарский край, г Апшеронск;Краснодарский;Апшеронск;3205501000;3605101001;UTC+3;44.4584006;39.7299824;40229;1863
Краснодарский край, г Армавир;Краснодарский;Армавир;3405000000;3705000001;UTC+3;45.0012149;41.1324168;188897;1839
Краснодарский край, г Белореченск;Краснодарский;Белореченск;3406000000;3608101001;UTC+3;44.7651876;39.8781494;53891;1862
Краснодарский край, г Геленджик;Краснодарский;Геленджик;3408000000;3708000;UTC+3;44.5630007;38.0790852;54813;1831
Краснодарский край, г Горячий Ключ;Краснодарский;Горячий Ключ;3409000000;3709000001;UTC+3;44.6344864;39.1354738;30093;1868
Краснодарский край, г Гулькевичи;Краснодарский;Гулькевичи;3213501000;3613101001;UTC+3;45.3605121;40.6918389;35225;1875
Краснодарский край, г Ейск;Краснодарский;Ейск;3411000000;3616101001;UTC+3;46.71157;38.2763895;87771;1848
Краснодарский край, г Кореновск;Краснодарский;Кореновск;3221501000;3621101001;UTC+3;45.4641703;39.458949;41179;1794
г Краснодар;Краснодарский;Краснодар;3401000000;3701000001;UTC+3;45.0401604;38.9759647;744933;1793
Краснодарский край, Кавказский р-н, г Кропоткин;Краснодарский;Кропоткин;3414000000;3618101001;UTC+3;45.4333007;40.5727951;80743;1879
Краснодарский край, г Крымск;Краснодарский;Крымск;3415000000;3625101001;UTC+3;44.9344404;37.9855795;57370;1862
Краснодарский край, г Курганинск;Краснодарский;Курганинск;3227501000;3627101001;UTC+3;44.8877025;40.5913245;47974;1855
Краснодарский край, г Лабинск;Краснодарский;Лабинск;3417000000;3630101001;UTC+3;44.6354363;40.7245341;62822;1841
Краснодарский край, г Новокубанск;Краснодарский;Новокубанск;3234501000;3634101001;UTC+3;45.1038699;41.0475175;34847;1867
Краснодарский край, г Новороссийск;Краснодарский;Новороссийск;3420000000;3720000001;UTC+3;44.7235026;37.7686135;241788;1838
Краснодарский край, г Приморско-Ахтарск;Краснодарский;Приморско-Ахтарск;3241501000;3641101001;UTC+3;46.0515432;38.1704875;32253;1854
Краснодарский край, г Славянск-на-Кубани;Краснодарский;Славянск-на-Кубани;3423000000;3645101001;UTC+3;45.2603626;38.1259774;63768;1865
Краснодарский край, г Сочи;Краснодарский;Сочи;3426000000;3726000;UTC+3;43.5854551;39.7231548;343285;1838
Краснодарский край, г Темрюк;Краснодарский;Темрюк;3251501000;3651101001;UTC+3;45.2610949;37.4454412;38014;1860
Краснодарский край, г Тимашевск;Краснодарский;Тимашевск;3253501000;3653101001;UTC+3;45.615923;38.9351837;53921;1794
Краснодарский край, г Тихорецк;Краснодарский;Тихорецк;3429000000;3654101001;UTC+3;45.8546345;40.1260267;61825;1895
Краснодарский край, г Туапсе;Краснодарский;Туапсе;3432000000;3655101001;UTC+3;44.1105335;39.0824904;63233;1838
Краснодарский край, г Усть-Лабинск;Краснодарский;Усть-Лабинск;3257501000;3657101001;UTC+3;45.2227359;39.6929577;43268;1794
Краснодарский край, Апшеронский р-н, г Хадыженск;Краснодарский;Хадыженск;3205509000;3605109001;UTC+3;44.4122963;39.5320258;21580;1864
Красноярский край, Курагинский р-н, г Артемовск;Красноярский;Артемовск;4230502000;4630102;UTC+7;54.3473075;93.4358377;2180;1700
Красноярский край, г Ачинск;Красноярский;Ачинск;4403000000;4703000001;UTC+7;56.253907;90.4794397;109156;1683
Красноярский край, г Боготол;Красноярский;Боготол;4406000000;4706000001;UTC+7;56.2098468;89.5299336;21029;1893
Красноярский край, г Бородино;Красноярский;Бородино;4407000000;4707000001;UTC+7;55.9054121;94.9020967;17423;1949
Красноярский край, г Дивногорск;Красноярский;Дивногорск;4409000000;4709000001;UTC+7;55.9576784;92.3800687;28271;1956
Красноярский край, г Дудинка;Красноярский;Дудинка;4253501000;4653101001;UTC+7;69.4031364;86.1907218;22207;1667
Красноярский край, г Енисейск;Красноярский;Енисейск;4412000000;4712000001;UTC+7;58.4485261;92.1651083;18769;1619
Красноярский край, г Железногорск;Красноярский;Железногорск;4535000000;4735000001;UTC+7;56.2529035;93.532273;85559;1950
Красноярский край, Рыбинский р-н, г Заозерный;Красноярский;Заозерный;4247501000;4647101001;UTC+7;55.9617752;94.7091491;10683;1776
Красноярский край, г Зеленогорск;Красноярский;Зеленогорск;4537000000;4737000001;UTC+7;56.1131564;94.5888103;66018;1956
Красноярский край, Туруханский р-н, г Игарка;Красноярский;Игарка;4254501000;4654117001;UTC+7;67.4666901;86.5812794;6183;1929
Красноярский край, г Иланский;Красноярский;Иланский;4218501000;4618101001;UTC+7;56.2374037;96.067267;16108;1646
Красноярский край, г Канск;Красноярский;Канск;4420000000;4720000001;UTC+7;56.2051282;95.7051096;94230;1636
Красноярский край, г Кодинск;Красноярский;Кодинск;4224501000;4624101;UTC+7;58.6032644;99.1797962;14835;1977
г Красноярск;Красноярский;Красноярск;4401000000;4701000;UTC+7;56.0093879;92.8524806;973826;1628
Красноярский край, г Лесосибирск;Красноярский;Лесосибирск;4422000000;4722000001;UTC+7;58.221681;92.5037872;61146;1975
Красноярский край, г Минусинск;Красноярский;Минусинск;4423000000;4723000001;UTC+7;53.7104586;91.6872907;71171;1739
Красноярский край, г Назарово;Красноярский;Назарово;4426000000;4726000001;UTC+7;56.0113799;90.4168775;52829;1700
Красноярский край, г Норильск;Красноярский;Норильск;4429000000;4729000001;UTC+7;69.3489978;88.2009846;175301;1935
Красноярский край, г Сосновоборск;Красноярский;Сосновоборск;4433000000;4733000001;UTC+7;56.1202647;93.3354121;33090;1971
Красноярский край, г Ужур;Красноярский;Ужур;4256501000;4656101001;UTC+7;55.3141969;89.8333918;16079;1760
Красноярский край, г Уяр;Красноярский;Уяр;4257501000;4657101001;UTC+7;55.8131263;94.3282601;12666;1760
Красноярский край, г Шарыпово;Красноярский;Шарыпово;4440000000;4740000;UTC+7;55.5389739;89.1801044;38570;XVIII век
Респ Крым, г Ялта, г Алупка;Крым;Ялта;35419503000;35729000001;UTC+3;44.4164605;34.0444797;7771;960
Респ Крым, г Алушта;Крым;Алушта;35403000000;35703000;UTC+3;44.6764304;34.4100624;29078;6 век
Респ Крым, г Армянск;Крым;Армянск;35405000000;35706000001;UTC+3;46.1059307;33.6910012;21987;1736
Респ Крым, Бахчисарайский р-н, г Бахчисарай;Крым;Бахчисарай;35204501000;35604101001;UTC+3;44.7514769;33.8752176;27448;1532
Респ Крым, Белогорский р-н, г Белогорск;Крым;Белогорск;35207501000;35607101001;UTC+3;45.057202;34.5999029;16354;13 век
Респ Крым, г Джанкой;Крым;Джанкой;35407000000;35709000001;UTC+3;45.7092306;34.3883372;38622;1784
Респ Крым, г Евпатория;Крым;Евпатория;35409000000;35712000001;UTC+3;45.190629;33.367634;105719;497 год до н. э.
Респ Крым, г Керчь;Крым;Керчь;35412000000;35715000001;UTC+3;45.3562627;36.4674513;147033;7 — 6 век до н. э.
Респ Крым, г Красноперекопск;Крым;Красноперекопск;35413000000;35718000001;UTC+3;45.9537576;33.7921939;26268;1932
Респ Крым, г Саки;Крым;Саки;35414000000;35721000001;UTC+3;45.1341997;33.6033383;25146;1952
Респ Крым, г Симферополь;Крым;Симферополь;35401000000;35701000001;UTC+3;44.9482948;34.1001151;332317;1784
Респ Крым, Кировский р-н, г Старый Крым;Крым;Старый Крым;35216504000;35616104001;UTC+3;45.029058;35.0901474;9277;13 век
Респ Крым, г Судак;Крым;Судак;35416000000;35723000001;UTC+3;44.8504679;34.9762034;16492;212
Респ Крым, г Феодосия;Крым;Феодосия;35417000000;35726000001;UTC+3;45.0318393;35.3824259;69038;VI век до н. э.
Респ Крым, Ленинский р-н, г Щелкино;Крым;Щелкино;35227505000;35627105001;UTC+3;45.4288991;35.825165;10620;1978
Респ Крым, г Ялта;Крым;Ялта;35419000000;35729000001;UTC+3;44.4953612;34.166308;76746;1154
Курганская обл, г Далматово;Курганская;Далматово;37208501000;37608101001;UTC+5;56.262114;62.9387011;13913;1644
Курганская обл, г Катайск;Курганская;Катайск;37212501000;37612101001;UTC+5;56.290809;62.5800359;14017;1655
г Курган;Курганская;Курган;37401000000;37701000;UTC+5;55.4443883;65.3161963;333640;1679
Курганская обл, г Куртамыш;Курганская;Куртамыш;37216501000;37616101;UTC+5;54.9368539;64.4203722;17098;1745
Курганская обл, г Макушино;Курганская;Макушино;37220501000;37620101;UTC+5;55.2153947;67.2451705;8337;1797
Курганская обл, г Петухово;Курганская;Петухово;37226501000;37626101;UTC+5;55.0650077;67.8873408;11291;1779
Курганская обл, г Шадринск;Курганская;Шадринск;37405000000;37705000;UTC+5;56.0870344;63.6297182;77744;1662
Курганская обл, г Шумиха;Курганская;Шумиха;37242501000;37642101;UTC+5;55.2280246;63.2901272;17821;1892
Курганская обл, г Щучье;Курганская;Щучье;37244501000;37644101;UTC+5;55.2087637;62.7478548;10971;1750
Курская обл, Дмитриевский р-н, г Дмитриев;Курская;Дмитриев;38208501000;38608101;UTC+3;52.1268464;35.0739038;7721;1779
Курская обл, г Железногорск;Курская;Железногорск;38405000000;38705000;UTC+3;52.3380202;35.3516867;95057;1957
г Курск;Курская;Курск;38401000000;38701000;UTC+3;51.7303637;36.1925603;414595;1032
Курская обл, г Курчатов;Курская;Курчатов;38408000000;38708000;UTC+3;51.6604083;35.6572224;42691;1968
Курская обл, г Льгов;Курская;Льгов;38410000000;38710000001;UTC+3;51.6597148;35.2612491;21452;1152
Курская обл, г Обоянь;Курская;Обоянь;38226501000;38626101001;UTC+3;51.2119324;36.2755133;13562;1639
