"id";"archiv";"correction_date";"action";"pc";"bm";"alignment";"index";"index_print_date";"bitrix";"rating_id";"id_shooting_do";"designer_1";"designer_2";"designer_3"
14;0;2021-01-26;1;1;2;1;1;2021-01-20;;2;1;;1;2
